$ pypy -V
Python 2.7.10 (0e2d9a73f5a1818d0245d75daccdbe21b2d5c3ef, Sep 09 2016, 08:57:59)
[PyPy 5.4.1 with GCC 6.1.1 20160621 (Red Hat 6.1.1-3)]

$ pypy runtests.py -v
test_no_cpython_wrapper (numba.tests.test_extending.TestHighLevelExtending) ... ok
test_print (numba.tests.test_extending.TestHighLevelExtending) ... ok
test_where (numba.tests.test_extending.TestHighLevelExtending) ... ok
test_deserialization (numba.tests.test_extending.TestIntrinsic) ... FAIL
test_ll_pointer_cast (numba.tests.test_extending.TestIntrinsic) ... skipped 'FIXME PYPY'
test_serialization (numba.tests.test_extending.TestIntrinsic) ... ok
test_cast_mydummy (numba.tests.test_extending.TestLowLevelExtending) ... ok
test_func1 (numba.tests.test_extending.TestLowLevelExtending) ... ok
test_func1_isolated (numba.tests.test_extending.TestLowLevelExtending) ... ok
test_index_get_data (numba.tests.test_extending.TestPandasLike) ... ok
test_index_getitem (numba.tests.test_extending.TestPandasLike) ... ok
test_index_is_monotonic (numba.tests.test_extending.TestPandasLike) ... ok
test_index_len (numba.tests.test_extending.TestPandasLike) ... ok
test_index_ufunc (numba.tests.test_extending.TestPandasLike) ... ok
test_series_clip (numba.tests.test_extending.TestPandasLike) ... ok
test_series_constructor (numba.tests.test_extending.TestPandasLike) ... ok
test_series_get_index (numba.tests.test_extending.TestPandasLike) ... ok
test_series_len (numba.tests.test_extending.TestPandasLike) ... ok
test_series_ufunc (numba.tests.test_extending.TestPandasLike) ... ok
test_identity (numba.tests.test_array_methods.TestArrayComparisons) ... ok
test_around_array (numba.tests.test_array_methods.TestArrayMethods) ... ok
test_around_scalar (numba.tests.test_array_methods.TestArrayMethods) ... ok
test_array_T (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_array_astype (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_array_copy (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_array_nonzero (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_array_sliced_view (numba.tests.test_array_methods.TestArrayMethods) ... ok
test_array_transpose (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_array_view (numba.tests.test_array_methods.TestArrayMethods) ... FAIL
ERROR
test_item (numba.tests.test_array_methods.TestArrayMethods) ... ok
test_itemset (numba.tests.test_array_methods.TestArrayMethods) ... ok
test_np_asfortranarray (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_np_copy (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_np_frombuffer (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_np_frombuffer_allocated (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_np_frombuffer_dtype (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_np_nonzero (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_np_where_1 (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_np_where_3 (numba.tests.test_array_methods.TestArrayMethods) ... ERROR
test_round_array (numba.tests.test_array_methods.TestArrayMethods) ... ok
test_round_scalar (numba.tests.test_array_methods.TestArrayMethods) ... ok
test_type_inference (numba.tests.test_vectorization_type_inference.TestVectTypeInfer)
This is testing numpy ufunc dispatch machinery ... ok
test_chained_unpack_assign (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_chained_unpack_assign_npm (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_conditional_swap (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_conditional_swap_npm (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_heterogenous_tuple (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_heterogenous_tuple_npm (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_list (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_nested_heterogenous_tuple (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_nested_heterogenous_tuple_npm (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_nrt (numba.tests.test_unpack_sequence.TestUnpack) ... ERROR
test_unpack_range (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_range_npm (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_range_too_large (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_range_too_large_npm (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_range_too_small (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_range_too_small_npm (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_shape (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_shape_npm (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_tuple (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_tuple_npm (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_tuple_of_arrays (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_tuple_too_large (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_tuple_too_large_npm (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_tuple_too_small (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_unpack_tuple_too_small_npm (numba.tests.test_unpack_sequence.TestUnpack) ... ok
test_add_axis1 (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_add_axis1_npm (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_add_axis2 (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_add_axis2_npm (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_array_reshape (numba.tests.test_array_manipulation.TestArrayManipulation) ... FAIL
ERROR
test_as_strided (numba.tests.test_array_manipulation.TestArrayManipulation) ... ERROR
test_bad_float_index_npm (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_bad_index_npm (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_flatten_array (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_flatten_array_npm (numba.tests.test_array_manipulation.TestArrayManipulation) ... ERROR
test_ravel_array (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_ravel_array_npm (numba.tests.test_array_manipulation.TestArrayManipulation) ... ERROR
test_ravel_array_size (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_ravel_array_size_npm (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_squeeze_array (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_squeeze_array_npm (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_transpose_array (numba.tests.test_array_manipulation.TestArrayManipulation) ... ok
test_transpose_array_npm (numba.tests.test_array_manipulation.TestArrayManipulation) ... ERROR
test_1d_integer_indexing (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_integer_indexing_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing2 (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing2_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing3 (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing3_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing4 (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing4_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing5 (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing5_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing6 (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing6_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing7 (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing7_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing8 (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing8_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_2d_float_indexing (numba.tests.test_indexing.TestGetItem) ... ok
test_2d_integer_indexing (numba.tests.test_indexing.TestGetItem) ... ok
test_2d_integer_indexing2 (numba.tests.test_indexing.TestGetItem) ... ok
test_2d_integer_indexing_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_2d_integer_indexing_via_call (numba.tests.test_indexing.TestGetItem) ... ok
test_2d_slicing (numba.tests.test_indexing.TestGetItem) ... ok
test_2d_slicing2 (numba.tests.test_indexing.TestGetItem) ... ok
test_2d_slicing2_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_2d_slicing3 (numba.tests.test_indexing.TestGetItem) ... ok
test_2d_slicing3_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_2d_slicing_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_3d_slicing (numba.tests.test_indexing.TestGetItem) ... ok
test_3d_slicing2 (numba.tests.test_indexing.TestGetItem) ... ok
test_3d_slicing2_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_3d_slicing_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_ellipsis1 (numba.tests.test_indexing.TestGetItem) ... ok
test_ellipsis1_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_ellipsis2 (numba.tests.test_indexing.TestGetItem) ... ok
test_ellipsis2_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_ellipsis3 (numba.tests.test_indexing.TestGetItem) ... ok
test_ellipsis3_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_ellipsis_issue1498 (numba.tests.test_indexing.TestGetItem) ... ok
test_ellipsis_issue1499 (numba.tests.test_indexing.TestGetItem) ... ok
test_empty_tuple_indexing (numba.tests.test_indexing.TestGetItem) ... ok
test_empty_tuple_indexing_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_integer_indexing_1d_for_2d (numba.tests.test_indexing.TestGetItem) ... ok
test_integer_indexing_1d_for_2d_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_none_index (numba.tests.test_indexing.TestGetItem) ... ok
test_none_index_npm (numba.tests.test_indexing.TestGetItem) ... ok
test_partial_1d_indexing (numba.tests.test_indexing.TestGetItem) ... ok
test_1d_slicing_add (numba.tests.test_indexing.TestSetItem) ... ok
test_1d_slicing_add_npm (numba.tests.test_indexing.TestSetItem) ... ok
test_1d_slicing_broadcast (numba.tests.test_indexing.TestSetItem) ... ok
test_1d_slicing_broadcast_npm (numba.tests.test_indexing.TestSetItem) ... ok
test_1d_slicing_set (numba.tests.test_indexing.TestSetItem) ... ok
test_1d_slicing_set_list (numba.tests.test_indexing.TestSetItem) ... ok
test_1d_slicing_set_list_npm (numba.tests.test_indexing.TestSetItem) ... ERROR
test_1d_slicing_set_npm (numba.tests.test_indexing.TestSetItem) ... ok
test_1d_slicing_set_tuple (numba.tests.test_indexing.TestSetItem) ... ok
test_1d_slicing_set_tuple_npm (numba.tests.test_indexing.TestSetItem) ... ok
test_2d_slicing_broadcast (numba.tests.test_indexing.TestSetItem) ... ok
test_2d_slicing_broadcast_npm (numba.tests.test_indexing.TestSetItem) ... ok
test_2d_slicing_set (numba.tests.test_indexing.TestSetItem) ... ok
test_2d_slicing_set_npm (numba.tests.test_indexing.TestSetItem) ... ok
test_conversion_setitem (numba.tests.test_indexing.TestSetItem)
this used to work, and was used in one of the tutorials ... ok
test_setitem (numba.tests.test_indexing.TestSetItem) ... ok
test_setitem_readonly (numba.tests.test_indexing.TestSetItem) ... ok
test_layout (numba.tests.test_indexing.TestTyping) ... ok
test_chain1 (numba.tests.test_chained_assign.TestChainedAssign) ... ERROR
test_chain2 (numba.tests.test_chained_assign.TestChainedAssign) ... ok
test_chain3 (numba.tests.test_chained_assign.TestChainedAssign) ... ok
test_unpack1 (numba.tests.test_chained_assign.TestChainedAssign) ... ok
test_unpack2 (numba.tests.test_chained_assign.TestChainedAssign) ... ok
test_unpack3 (numba.tests.test_chained_assign.TestChainedAssign) ... ok
test_unpack4 (numba.tests.test_chained_assign.TestChainedAssign) ... ok
test_unpack5 (numba.tests.test_chained_assign.TestChainedAssign) ... ok
test_unpack6 (numba.tests.test_chained_assign.TestChainedAssign) ... ok
test_global_complex_arr (numba.tests.test_globals.TestGlobals) ... ERROR
test_global_complex_arr_npm (numba.tests.test_globals.TestGlobals) ... ok
test_global_module (numba.tests.test_globals.TestGlobals) ... ok
test_global_ndarray (numba.tests.test_globals.TestGlobals) ... ERROR
test_global_ndarray_npm (numba.tests.test_globals.TestGlobals) ... ok
test_global_rec_arr (numba.tests.test_globals.TestGlobals) ... ERROR
test_global_rec_arr_extract (numba.tests.test_globals.TestGlobals) ... skipped 'PYPY FIXME (error in cpy compat layer)'
test_global_rec_arr_extract_npm (numba.tests.test_globals.TestGlobals) ... ERROR
test_global_rec_arr_npm (numba.tests.test_globals.TestGlobals) ... ERROR
test_global_record (numba.tests.test_globals.TestGlobals) ... ERROR
test_two_global_rec_arrs (numba.tests.test_globals.TestGlobals) ... ERROR
test_two_global_rec_arrs_npm (numba.tests.test_globals.TestGlobals) ... ERROR
test_bool (numba.tests.test_hashing.TestNumberHashing) ... ok
test_complex (numba.tests.test_hashing.TestNumberHashing) ... /home/graham/pypy/numba/numba/tests/test_hashing.py:83: RuntimeWarning: invalid value encountered in multiply
  a = real + typ(1j) * imag
ok
test_floats (numba.tests.test_hashing.TestNumberHashing) ... ok
test_ints (numba.tests.test_hashing.TestNumberHashing) ... ok
test_heterogenous_tuples (numba.tests.test_hashing.TestTupleHashing) ... ok
test_homogenous_tuples (numba.tests.test_hashing.TestTupleHashing) ... ok
test_del_list_item_func (numba.tests.test_del.TestLists) ... ok
test_del_ref_func (numba.tests.test_del.TestLists) ... ok
test_print_array_item (numba.tests.test_print.TestPrint) ... ok
test_print_empty (numba.tests.test_print.TestPrint) ... ok
test_print_multiple_values (numba.tests.test_print.TestPrint) ... ok
test_print_nogil (numba.tests.test_print.TestPrint) ... ok
test_print_strings (numba.tests.test_print.TestPrint) ... ok
test_print_values (numba.tests.test_print.TestPrint) ... ERROR
test_print_vararg (numba.tests.test_print.TestPrint) ... ok
test_unsupported_array_dtype (numba.tests.test_typingerror.TestArgumentTypingError) ... ok
test_unsupported_type (numba.tests.test_typingerror.TestArgumentTypingError) ... ok
test_readonly_array (numba.tests.test_typingerror.TestCallError) ... ok
test_bad_hypot_usage (numba.tests.test_typingerror.TestTypingError) ... ok
test_imprecise_list (numba.tests.test_typingerror.TestTypingError) ... ok
test_issue_868 (numba.tests.test_typingerror.TestTypingError) ... ok
test_return_type_unification (numba.tests.test_typingerror.TestTypingError) ... ok
test_unknown_attrs (numba.tests.test_typingerror.TestTypingError) ... ok
test_unknown_function (numba.tests.test_typingerror.TestTypingError) ... ok
test_unknown_module (numba.tests.test_typingerror.TestTypingError) ... ok
test_conversions (numba.tests.test_tuples.TestConversions) ... ok
test_bool (numba.tests.test_tuples.TestNamedTuple) ... ok
test_construct (numba.tests.test_tuples.TestNamedTuple) ... ok
test_eq (numba.tests.test_tuples.TestNamedTuple) ... ok
test_ge (numba.tests.test_tuples.TestNamedTuple) ... ok
test_getattr (numba.tests.test_tuples.TestNamedTuple) ... ok
test_gt (numba.tests.test_tuples.TestNamedTuple) ... ok
test_index (numba.tests.test_tuples.TestNamedTuple) ... ok
test_le (numba.tests.test_tuples.TestNamedTuple) ... ok
test_len (numba.tests.test_tuples.TestNamedTuple) ... ok
test_lt (numba.tests.test_tuples.TestNamedTuple) ... ok
test_ne (numba.tests.test_tuples.TestNamedTuple) ... ok
test_type (numba.tests.test_tuples.TestNamedTuple) ... ok
test_unpack (numba.tests.test_tuples.TestNamedTuple) ... ok
test_return (numba.tests.test_tuples.TestNamedTupleNRT) ... ok
test_add (numba.tests.test_tuples.TestOperations) ... ok
test_bool (numba.tests.test_tuples.TestOperations) ... ok
test_eq (numba.tests.test_tuples.TestOperations) ... ok
test_ge (numba.tests.test_tuples.TestOperations) ... ok
test_gt (numba.tests.test_tuples.TestOperations) ... ok
test_in (numba.tests.test_tuples.TestOperations) ... ok
test_index (numba.tests.test_tuples.TestOperations) ... ok
test_le (numba.tests.test_tuples.TestOperations) ... ok
test_len (numba.tests.test_tuples.TestOperations) ... ok
test_lt (numba.tests.test_tuples.TestOperations) ... ok
test_ne (numba.tests.test_tuples.TestOperations) ... ok
test_slice2 (numba.tests.test_tuples.TestOperations) ... ok
test_slice3 (numba.tests.test_tuples.TestOperations) ... ok
test_tuple_add (numba.tests.test_tuples.TestTupleNRT) ... ok
test_hetero_tuple (numba.tests.test_tuples.TestTuplePassing) ... ok
test_size_mismatch (numba.tests.test_tuples.TestTuplePassing) ... skipped 'PYPY FIXME: Mysterious interpeter death. Whodunnit?'
test_unituple (numba.tests.test_tuples.TestTuplePassing) ... ok
test_array_tuple (numba.tests.test_tuples.TestTupleReturn) ... ok
test_hetero_tuple (numba.tests.test_tuples.TestTupleReturn) ... ok
test_scalar_tuple (numba.tests.test_tuples.TestTupleReturn) ... ok
test_numba_module (numba.tests.test_api.TestNumbaModule) ... ok
test_float32_to_float64 (numba.tests.test_numconv.TestNumberConversion) ... ok
test_float32_to_int16 (numba.tests.test_numconv.TestNumberConversion) ... ok
test_float32_to_int32 (numba.tests.test_numconv.TestNumberConversion) ... ok
test_float32_to_int64 (numba.tests.test_numconv.TestNumberConversion) ... ok
test_float32_to_int8 (numba.tests.test_numconv.TestNumberConversion) ... ok
test_float32_to_uint16 (numba.tests.test_numconv.TestNumberConversion) ... ok
test_float32_to_uint32 (numba.tests.test_numconv.TestNumberConversion) ... ok
test_float32_to_uint64 (numba.tests.test_numconv.TestNumberConversion) ... ok
test_float32_to_uint8 (numba.tests.test_numconv.TestNumberConversion) ... ok
test_float64_to_float32 (numba.tests.test_numconv.TestNumberConversion) ... ok
test_float64_to_int16 (numba.tests.test_numconv.TestNumberConversion) ... ok
test_float64_to_int32 (numba.tests.test_numconv.TestNumberConversion) ... ok
test_float64_to_int64 (numba.tests.test_numconv.TestNumberConversion) ... ok
